year,series,series_id,region,region_id,value,value_normalized
2001,Satisfaction with Health,health2,Toscana,ITE1,79.5,0.500000
2002,Satisfaction with Health,health2,Toscana,ITE1,82.6,0.762590
2003,Satisfaction with Health,health2,Toscana,ITE1,82.2,0.601399
2004,Satisfaction with Health,health2,Toscana,ITE1,80.4,0.542857
2005,Satisfaction with Health,health2,Toscana,ITE1,78.5,0.379310
2006,Satisfaction with Health,health2,Toscana,ITE1,79.4,0.480519
2007,Satisfaction with Health,health2,Toscana,ITE1,79.6,0.420382
2008,Satisfaction with Health,health2,Toscana,ITE1,81.5,0.604938
2001,Satisfaction with Health,health2,Trento,ITD2,80.8,0.572222
2002,Satisfaction with Health,health2,Trento,ITD2,84.4,0.892086
2003,Satisfaction with Health,health2,Trento,ITD2,84.2,0.741259
2004,Satisfaction with Health,health2,Trento,ITD2,85.6,0.840000
2005,Satisfaction with Health,health2,Trento,ITD2,85.2,0.764368
2006,Satisfaction with Health,health2,Trento,ITD2,83,0.714286
2007,Satisfaction with Health,health2,Trento,ITD2,86.5,0.859873
2008,Satisfaction with Health,health2,Trento,ITD2,87.9,1.000000
2001,Satisfaction with Health,health2,Umbria,ITE2,81.8,0.627778
2002,Satisfaction with Health,health2,Umbria,ITE2,80.4,0.604317
2003,Satisfaction with Health,health2,Umbria,ITE2,76.1,0.174825
2004,Satisfaction with Health,health2,Umbria,ITE2,79.7,0.502857
2005,Satisfaction with Health,health2,Umbria,ITE2,79.2,0.419540
2006,Satisfaction with Health,health2,Umbria,ITE2,77,0.324675
2007,Satisfaction with Health,health2,Umbria,ITE2,79.7,0.426752
2008,Satisfaction with Health,health2,Umbria,ITE2,77.8,0.376543
2001,Satisfaction with Health,health2,Valle d'Aosta,ITC2,83.3,0.711111
2002,Satisfaction with Health,health2,Valle d'Aosta,ITC2,82.7,0.769784
2003,Satisfaction with Health,health2,Valle d'Aosta,ITC2,80.4,0.475524
2004,Satisfaction with Health,health2,Valle d'Aosta,ITC2,84,0.748571
2005,Satisfaction with Health,health2,Valle d'Aosta,ITC2,81.2,0.534483
2006,Satisfaction with Health,health2,Valle d'Aosta,ITC2,79.2,0.467532
2007,Satisfaction with Health,health2,Valle d'Aosta,ITC2,82,0.573248
2008,Satisfaction with Health,health2,Valle d'Aosta,ITC2,80,0.512346
2001,Satisfaction with Health,health2,Veneto,ITD3,82.2,0.650000
2002,Satisfaction with Health,health2,Veneto,ITD3,83.3,0.812950
2003,Satisfaction with Health,health2,Veneto,ITD3,82.7,0.636364
2004,Satisfaction with Health,health2,Veneto,ITD3,82.6,0.668571
2005,Satisfaction with Health,health2,Veneto,ITD3,81.1,0.528736
2006,Satisfaction with Health,health2,Veneto,ITD3,82.9,0.707792
2007,Satisfaction with Health,health2,Veneto,ITD3,84,0.700637
2008,Satisfaction with Health,health2,Veneto,ITD3,81.7,0.617284
2000,Chronic deseases,health3,Abruzzo,ITF1,38.8,0.828829
2001,Chronic deseases,health3,Abruzzo,ITF1,36.1,0.992537
2002,Chronic deseases,health3,Abruzzo,ITF1,40.2,0.785714
2003,Chronic deseases,health3,Abruzzo,ITF1,39.0,0.812030
2004,Chronic deseases,health3,Abruzzo,ITF1,40.7,0.925000
2005,Chronic deseases,health3,Abruzzo,ITF1,37.2,0.575221
2006,Chronic deseases,health3,Abruzzo,ITF1,39.7,0.701389
2007,Chronic deseases,health3,Abruzzo,ITF1,38.6,0.507463
2008,Chronic deseases,health3,Abruzzo,ITF1,41.3,0.860465
2009,Chronic deseases,health3,Abruzzo,ITF1,41.3,0.784483
2000,Chronic deseases,health3,Basilicata,ITF5,36.1,0.585586
2001,Chronic deseases,health3,Basilicata,ITF5,33.9,0.402985
2002,Chronic deseases,health3,Basilicata,ITF5,39.2,0.706349
2003,Chronic deseases,health3,Basilicata,ITF5,36.8,0.646617
2004,Chronic deseases,health3,Basilicata,ITF5,36.7,0.591667
2005,Chronic deseases,health3,Basilicata,ITF5,39.7,0.796460
2006,Chronic deseases,health3,Basilicata,ITF5,42.9,0.923611
2007,Chronic deseases,health3,Basilicata,ITF5,43.3,0.858209
2008,Chronic deseases,health3,Basilicata,ITF5,41.3,0.860465
2009,Chronic deseases,health3,Basilicata,ITF5,40.5,0.715517
2000,Chronic deseases,health3,Bolzano,ITD1,30.6,0.090090
2001,Chronic deseases,health3,Bolzano,ITD1,28.5,0.000000
2002,Chronic deseases,health3,Bolzano,ITD1,30.3,0.000000
2003,Chronic deseases,health3,Bolzano,ITD1,28.2,0.000000
2004,Chronic deseases,health3,Bolzano,ITD1,29.6,0.000000
2005,Chronic deseases,health3,Bolzano,ITD1,31.1,0.035398
2006,Chronic deseases,health3,Bolzano,ITD1,29.6,0.000000
2007,Chronic deseases,health3,Bolzano,ITD1,31.8,0.000000
2008,Chronic deseases,health3,Bolzano,ITD1,30.2,0.000000
2009,Chronic deseases,health3,Bolzano,ITD1,32.2,0.000000
2000,Chronic deseases,health3,Calabria,ITF6,40.2,0.954955
2001,Chronic deseases,health3,Calabria,ITF6,37.5,0.671642
2002,Chronic deseases,health3,Calabria,ITF6,42.9,1.000000
2003,Chronic deseases,health3,Calabria,ITF6,38.2,0.751880
2004,Chronic deseases,health3,Calabria,ITF6,40.9,0.941667
2005,Chronic deseases,health3,Calabria,ITF6,40.2,0.840708
2006,Chronic deseases,health3,Calabria,ITF6,38.9,0.645833
2007,Chronic deseases,health3,Calabria,ITF6,41.6,0.731343
2008,Chronic deseases,health3,Calabria,ITF6,41.7,0.891473
2009,Chronic deseases,health3,Calabria,ITF6,40.9,0.750000
2000,Chronic deseases,health3,Campania,ITF3,34.0,0.396396
2001,Chronic deseases,health3,Campania,ITF3,32.9,0.328358
2002,Chronic deseases,health3,Campania,ITF3,32.5,0.174603
2003,Chronic deseases,health3,Campania,ITF3,32.3,0.308271
2004,Chronic deseases,health3,Campania,ITF3,31.4,0.150000
2005,Chronic deseases,health3,Campania,ITF3,32.1,0.123894
2006,Chronic deseases,health3,Campania,ITF3,36.5,0.479167
2007,Chronic deseases,health3,Campania,ITF3,34.5,0.201493
2008,Chronic deseases,health3,Campania,ITF3,32.9,0.209302
2009,Chronic deseases,health3,Campania,ITF3,33.5,0.112069
2000,Chronic deseases,health3,Emilia-Romagna,ITD5,38.5,0.801802
2001,Chronic deseases,health3,Emilia-Romagna,ITD5,37.5,0.671642
2002,Chronic deseases,health3,Emilia-Romagna,ITD5,40.1,0.777778
2003,Chronic deseases,health3,Emilia-Romagna,ITD5,39.9,0.879699
2004,Chronic deseases,health3,Emilia-Romagna,ITD5,41.6,1.000000
2005,Chronic deseases,health3,Emilia-Romagna,ITD5,37.5,0.601770
2006,Chronic deseases,health3,Emilia-Romagna,ITD5,44.0,1.000000
2007,Chronic deseases,health3,Emilia-Romagna,ITD5,42.8,0.820896
2008,Chronic deseases,health3,Emilia-Romagna,ITD5,43.1,1.000000
2009,Chronic deseases,health3,Emilia-Romagna,ITD5,41.5,0.801724
2000,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,36.6,0.630631
2001,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,37.7,0.686567
2002,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,37.1,0.539683
2003,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,36.9,0.654135
2004,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,37.2,0.633333
2005,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,37.7,0.619469
2006,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,36.7,0.493056
2007,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,40.6,0.656716
2008,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,40.2,0.775194
2009,Chronic deseases,health3,Friuli-Venezia Giulia,ITD4,38.8,0.568966
2000,Chronic deseases,health3,Lazio,ITE4,37.2,0.684685
2001,Chronic deseases,health3,Lazio,ITE4,38.1,0.716418
2002,Chronic deseases,health3,Lazio,ITE4,36.5,0.492063
2003,Chronic deseases,health3,Lazio,ITE4,35.5,0.548872
2004,Chronic deseases,health3,Lazio,ITE4,37.1,0.625000
2005,Chronic deseases,health3,Lazio,ITE4,42.0,1.000000
2006,Chronic deseases,health3,Lazio,ITE4,35.1,0.381944
2007,Chronic deseases,health3,Lazio,ITE4,38.8,0.522388
2008,Chronic deseases,health3,Lazio,ITE4,39.3,0.705426
2009,Chronic deseases,health3,Lazio,ITE4,39.7,0.646552
2000,Chronic deseases,health3,Liguria,ITC3,40.7,1.000000
2001,Chronic deseases,health3,Liguria,ITC3,40.6,0.902985
2002,Chronic deseases,health3,Liguria,ITC3,41.2,0.865079
2003,Chronic deseases,health3,Liguria,ITC3,40.7,0.939850
2004,Chronic deseases,health3,Liguria,ITC3,39.4,0.816667
2005,Chronic deseases,health3,Liguria,ITC3,36.8,0.539823
2006,Chronic deseases,health3,Liguria,ITC3,40.4,0.750000
2007,Chronic deseases,health3,Liguria,ITC3,42.9,0.828358
2008,Chronic deseases,health3,Liguria,ITC3,42.5,0.953488
2009,Chronic deseases,health3,Liguria,ITC3,41.1,0.767241
2000,Chronic deseases,health3,Lombardia,ITC4,36.6,0.630631
2001,Chronic deseases,health3,Lombardia,ITC4,34.7,0.462687
2002,Chronic deseases,health3,Lombardia,ITC4,34.9,0.365079
2003,Chronic deseases,health3,Lombardia,ITC4,36.9,0.654135
2004,Chronic deseases,health3,Lombardia,ITC4,38.3,0.725000
2005,Chronic deseases,health3,Lombardia,ITC4,36.0,0.469027
2006,Chronic deseases,health3,Lombardia,ITC4,38.2,0.597222
2007,Chronic deseases,health3,Lombardia,ITC4,39.0,0.537313
2008,Chronic deseases,health3,Lombardia,ITC4,38.8,0.666667
2009,Chronic deseases,health3,Lombardia,ITC4,39.3,0.612069
2000,Chronic deseases,health3,Marche,ITE3,36.3,0.603604
2001,Chronic deseases,health3,Marche,ITE3,33.0,0.335821
2002,Chronic deseases,health3,Marche,ITE3,37.2,0.547619
2003,Chronic deseases,health3,Marche,ITE3,38.6,0.781955
2004,Chronic deseases,health3,Marche,ITE3,36.6,0.583333
2005,Chronic deseases,health3,Marche,ITE3,38.9,0.725664
2006,Chronic deseases,health3,Marche,ITE3,40.9,0.784722
2007,Chronic deseases,health3,Marche,ITE3,40.3,0.634328
2008,Chronic deseases,health3,Marche,ITE3,42.6,0.961240
2009,Chronic deseases,health3,Marche,ITE3,38.8,0.568966
2000,Chronic deseases,health3,Molise,ITF2,39.1,0.855856
2001,Chronic deseases,health3,Molise,ITF2,35.0,0.485075
2002,Chronic deseases,health3,Molise,ITF2,33.8,0.277778
2003,Chronic deseases,health3,Molise,ITF2,37.9,0.729323
2004,Chronic deseases,health3,Molise,ITF2,36.6,0.583333
2005,Chronic deseases,health3,Molise,ITF2,38.8,0.716814
2006,Chronic deseases,health3,Molise,ITF2,38.4,0.611111
2007,Chronic deseases,health3,Molise,ITF2,39.6,0.582090
2008,Chronic deseases,health3,Molise,ITF2,40.9,0.829457
2009,Chronic deseases,health3,Molise,ITF2,37.6,0.465517
2000,Chronic deseases,health3,Piemonte,ITC1,34.5,0.441441
2001,Chronic deseases,health3,Piemonte,ITC1,34.4,0.440299
2002,Chronic deseases,health3,Piemonte,ITC1,35.9,0.444444
2003,Chronic deseases,health3,Piemonte,ITC1,35.9,0.578947
2004,Chronic deseases,health3,Piemonte,ITC1,37.7,0.675000
2005,Chronic deseases,health3,Piemonte,ITC1,34.9,0.371681
2006,Chronic deseases,health3,Piemonte,ITC1,38.7,0.631944
2007,Chronic deseases,health3,Piemonte,ITC1,41.0,0.686567
2008,Chronic deseases,health3,Piemonte,ITC1,39.1,0.689922
2009,Chronic deseases,health3,Piemonte,ITC1,38.3,0.525862
2000,Chronic deseases,health3,Puglia,ITF4,31.6,0.180180
2001,Chronic deseases,health3,Puglia,ITF4,33.7,0.388060
2002,Chronic deseases,health3,Puglia,ITF4,34.4,0.325397
2003,Chronic deseases,health3,Puglia,ITF4,33.6,0.406015
2004,Chronic deseases,health3,Puglia,ITF4,33.9,0.358333
2005,Chronic deseases,health3,Puglia,ITF4,32.9,0.194690
2006,Chronic deseases,health3,Puglia,ITF4,35.5,0.409722
2007,Chronic deseases,health3,Puglia,ITF4,37.1,0.395522
2008,Chronic deseases,health3,Puglia,ITF4,35.7,0.426357
2009,Chronic deseases,health3,Puglia,ITF4,37.1,0.422414
2000,Chronic deseases,health3,Sardegna,ITG2,34.8,0.468468
2001,Chronic deseases,health3,Sardegna,ITG2,41.7,0.985075
2002,Chronic deseases,health3,Sardegna,ITG2,40.4,0.801587
2003,Chronic deseases,health3,Sardegna,ITG2,38.9,0.804511
2004,Chronic deseases,health3,Sardegna,ITG2,37.3,0.641667
2005,Chronic deseases,health3,Sardegna,ITG2,38.1,0.654867
2006,Chronic deseases,health3,Sardegna,ITG2,43.6,0.972222
2007,Chronic deseases,health3,Sardegna,ITG2,42.0,0.761194
2008,Chronic deseases,health3,Sardegna,ITG2,40.5,0.798450
2009,Chronic deseases,health3,Sardegna,ITG2,43.8,1.000000
2000,Chronic deseases,health3,Sicilia,ITG1,35.4,0.522523
2001,Chronic deseases,health3,Sicilia,ITG1,32.9,0.328358
2002,Chronic deseases,health3,Sicilia,ITG1,36.6,0.500000
2003,Chronic deseases,health3,Sicilia,ITG1,34.9,0.503759
2004,Chronic deseases,health3,Sicilia,ITG1,32.4,0.233333
2005,Chronic deseases,health3,Sicilia,ITG1,35.9,0.460177
2006,Chronic deseases,health3,Sicilia,ITG1,36.8,0.500000
2007,Chronic deseases,health3,Sicilia,ITG1,36.0,0.313433
2008,Chronic deseases,health3,Sicilia,ITG1,36.7,0.503876
2009,Chronic deseases,health3,Sicilia,ITG1,34.6,0.206897
2000,Chronic deseases,health3,Toscana,ITE1,39.3,0.873874
2001,Chronic deseases,health3,Toscana,ITE1,37.7,0.686567
2002,Chronic deseases,health3,Toscana,ITE1,38.4,0.642857
2003,Chronic deseases,health3,Toscana,ITE1,38.7,0.789474
2004,Chronic deseases,health3,Toscana,ITE1,37.1,0.625000
2005,Chronic deseases,health3,Toscana,ITE1,37.5,0.601770
2006,Chronic deseases,health3,Toscana,ITE1,43.5,0.965278
2007,Chronic deseases,health3,Toscana,ITE1,40.5,0.649254
2008,Chronic deseases,health3,Toscana,ITE1,40.4,0.790698
2009,Chronic deseases,health3,Toscana,ITE1,41.1,0.767241
2000,Chronic deseases,health3,Trento,ITD2,29.6,0.000000
2001,Chronic deseases,health3,Trento,ITD2,32.4,0.291045
2002,Chronic deseases,health3,Trento,ITD2,34.0,0.293651
2003,Chronic deseases,health3,Trento,ITD2,32.9,0.353383
2004,Chronic deseases,health3,Trento,ITD2,32.1,0.208333
2005,Chronic deseases,health3,Trento,ITD2,30.7,0.000000
2006,Chronic deseases,health3,Trento,ITD2,34.7,0.354167
2007,Chronic deseases,health3,Trento,ITD2,38.2,0.477612
2008,Chronic deseases,health3,Trento,ITD2,37.1,0.534884
2009,Chronic deseases,health3,Trento,ITD2,33.3,0.094828
2000,Chronic deseases,health3,Umbria,ITE2,39.5,0.891892
2001,Chronic deseases,health3,Umbria,ITE2,41.9,1.000000
2002,Chronic deseases,health3,Umbria,ITE2,39.9,0.761905
2003,Chronic deseases,health3,Umbria,ITE2,41.5,1.000000
2004,Chronic deseases,health3,Umbria,ITE2,40.7,0.925000
2005,Chronic deseases,health3,Umbria,ITE2,41.6,0.964602
2006,Chronic deseases,health3,Umbria,ITE2,40.1,0.729167
2007,Chronic deseases,health3,Umbria,ITE2,45.2,1.000000
2008,Chronic deseases,health3,Umbria,ITE2,43.1,1.000000
2009,Chronic deseases,health3,Umbria,ITE2,43.4,0.965517
2000,Chronic deseases,health3,Valle d'Aosta,ITC2,33.2,0.324324
2001,Chronic deseases,health3,Valle d'Aosta,ITC2,34.1,0.417910
2002,Chronic deseases,health3,Valle d'Aosta,ITC2,34.2,0.309524
2003,Chronic deseases,health3,Valle d'Aosta,ITC2,39.7,0.864662
2004,Chronic deseases,health3,Valle d'Aosta,ITC2,30.2,0.050000
2005,Chronic deseases,health3,Valle d'Aosta,ITC2,35.2,0.398230
2006,Chronic deseases,health3,Valle d'Aosta,ITC2,38.2,0.597222
2007,Chronic deseases,health3,Valle d'Aosta,ITC2,40.9,0.679104
2008,Chronic deseases,health3,Valle d'Aosta,ITC2,38.3,0.627907
2009,Chronic deseases,health3,Valle d'Aosta,ITC2,39.0,0.586207
2000,Chronic deseases,health3,Veneto,ITD3,35.1,0.495495
2001,Chronic deseases,health3,Veneto,ITD3,37.9,0.701493
2002,Chronic deseases,health3,Veneto,ITD3,36.6,0.500000
2003,Chronic deseases,health3,Veneto,ITD3,38.3,0.759398
2004,Chronic deseases,health3,Veneto,ITD3,38.3,0.725000
2005,Chronic deseases,health3,Veneto,ITD3,38.1,0.654867
2006,Chronic deseases,health3,Veneto,ITD3,37.6,0.555556
2007,Chronic deseases,health3,Veneto,ITD3,40.3,0.634328
2008,Chronic deseases,health3,Veneto,ITD3,39.2,0.697674
2009,Chronic deseases,health3,Veneto,ITD3,38.4,0.534483
2000,Homicides and murders,safety1,Abruzzo,ITF1,1.43,0.177243
2001,Homicides and murders,safety1,Abruzzo,ITF1,12.70,0.137584
2002,Homicides and murders,safety1,Abruzzo,ITF1,1.74,0.106646
2003,Homicides and murders,safety1,Abruzzo,ITF1,1.41,0.095368
2004,Homicides and murders,safety1,Abruzzo,ITF1,1.62,0.153846
2005,Homicides and murders,safety1,Abruzzo,ITF1,1.92,0.206262
2006,Homicides and murders,safety1,Abruzzo,ITF1,1.53,0.121784
2007,Homicides and murders,safety1,Abruzzo,ITF1,2.43,0.275862
2008,Homicides and murders,safety1,Abruzzo,ITF1,2.63,0.300178
2009,Homicides and murders,safety1,Abruzzo,ITF1,2.54,0.447447
2000,Homicides and murders,safety1,Basilicata,ITF5,3.00,0.520788
2001,Homicides and murders,safety1,Basilicata,ITF5,4.51,0.615772
2002,Homicides and murders,safety1,Basilicata,ITF5,2.51,0.225657
2003,Homicides and murders,safety1,Basilicata,ITF5,3.85,0.760218
2004,Homicides and murders,safety1,Basilicata,ITF5,3.85,0.582692
2005,Homicides and murders,safety1,Basilicata,ITF5,2.69,0.348066
2006,Homicides and murders,safety1,Basilicata,ITF5,2.02,0.205832
2007,Homicides and murders,safety1,Basilicata,ITF5,2.20,0.222989
2008,Homicides and murders,safety1,Basilicata,ITF5,2.71,0.314387
2009,Homicides and murders,safety1,Basilicata,ITF5,2.71,0.498498
2000,Homicides and murders,safety1,Bolzano,ITD1,0.87,0.054705
2001,Homicides and murders,safety1,Bolzano,ITD1,2.16,0.221477
2002,Homicides and murders,safety1,Bolzano,ITD1,2.79,0.268934
2003,Homicides and murders,safety1,Bolzano,ITD1,1.06,0.000000
2004,Homicides and murders,safety1,Bolzano,ITD1,1.69,0.167308
2005,Homicides and murders,safety1,Bolzano,ITD1,1.25,0.082873
2006,Homicides and murders,safety1,Bolzano,ITD1,0.82,0.000000
2007,Homicides and murders,safety1,Bolzano,ITD1,2.24,0.232184
2008,Homicides and murders,safety1,Bolzano,ITD1,1.41,0.083481
2009,Homicides and murders,safety1,Bolzano,ITD1,1.20,0.045045
2000,Homicides and murders,safety1,Calabria,ITF6,5.19,1.000000
2001,Homicides and murders,safety1,Calabria,ITF6,6.80,1.000000
2002,Homicides and murders,safety1,Calabria,ITF6,7.52,1.000000
2003,Homicides and murders,safety1,Calabria,ITF6,4.73,1.000000
2004,Homicides and murders,safety1,Calabria,ITF6,6.02,1.000000
2005,Homicides and murders,safety1,Calabria,ITF6,6.23,1.000000
2006,Homicides and murders,safety1,Calabria,ITF6,6.65,1.000000
2007,Homicides and murders,safety1,Calabria,ITF6,4.79,0.818391
2008,Homicides and murders,safety1,Calabria,ITF6,6.57,1.000000
2009,Homicides and murders,safety1,Calabria,ITF6,4.38,1.000000
2000,Homicides and murders,safety1,Campania,ITF3,4.36,0.818381
2001,Homicides and murders,safety1,Campania,ITF3,4.63,0.635906
2002,Homicides and murders,safety1,Campania,ITF3,5.30,0.656878
2003,Homicides and murders,safety1,Campania,ITF3,4.49,0.934605
2004,Homicides and murders,safety1,Campania,ITF3,3.08,0.434615
2005,Homicides and murders,safety1,Campania,ITF3,3.37,0.473297
2006,Homicides and murders,safety1,Campania,ITF3,3.70,0.493997
2007,Homicides and murders,safety1,Campania,ITF3,3.96,0.627586
2008,Homicides and murders,safety1,Campania,ITF3,4.16,0.571936
2009,Homicides and murders,safety1,Campania,ITF3,3.13,0.624625
2000,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.42,0.175055
2001,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.53,0.115772
2002,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.52,0.072643
2003,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.55,0.133515
2004,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.75,0.178846
2005,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.70,0.165746
2006,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.50,0.116638
2007,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.79,0.128736
2008,Homicides and murders,safety1,Emilia-Romagna,ITD5,2.00,0.188277
2009,Homicides and murders,safety1,Emilia-Romagna,ITD5,1.88,0.249249
2000,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.02,0.087527
2001,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.01,0.028523
2002,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.68,0.097372
2003,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.26,0.054496
2004,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.17,0.067308
2005,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.99,0.219153
2006,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,0.99,0.029160
2007,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.23,0.000000
2008,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.06,0.021314
2009,Homicides and murders,safety1,Friuli-Venezia Giulia,ITD4,1.05,0.000000
2000,Homicides and murders,safety1,Lazio,ITE4,2.87,0.492341
2001,Homicides and murders,safety1,Lazio,ITE4,2.60,0.295302
2002,Homicides and murders,safety1,Lazio,ITE4,2.61,0.241113
2003,Homicides and murders,safety1,Lazio,ITE4,2.71,0.449591
2004,Homicides and murders,safety1,Lazio,ITE4,2.31,0.286538
2005,Homicides and murders,safety1,Lazio,ITE4,2.48,0.309392
2006,Homicides and murders,safety1,Lazio,ITE4,2.74,0.329331
2007,Homicides and murders,safety1,Lazio,ITE4,3.02,0.411494
2008,Homicides and murders,safety1,Lazio,ITE4,2.97,0.360568
2009,Homicides and murders,safety1,Lazio,ITE4,2.18,0.339339
2000,Homicides and murders,safety1,Liguria,ITC3,2.59,0.431072
2001,Homicides and murders,safety1,Liguria,ITC3,3.24,0.402685
2002,Homicides and murders,safety1,Liguria,ITC3,3.50,0.378671
2003,Homicides and murders,safety1,Liguria,ITC3,2.86,0.490463
2004,Homicides and murders,safety1,Liguria,ITC3,3.66,0.546154
2005,Homicides and murders,safety1,Liguria,ITC3,1.31,0.093923
2006,Homicides and murders,safety1,Liguria,ITC3,3.11,0.392796
2007,Homicides and murders,safety1,Liguria,ITC3,2.30,0.245977
2008,Homicides and murders,safety1,Liguria,ITC3,2.11,0.207815
2009,Homicides and murders,safety1,Liguria,ITC3,2.23,0.354354
2000,Homicides and murders,safety1,Lombardia,ITC4,1.69,0.234136
2001,Homicides and murders,safety1,Lombardia,ITC4,1.30,0.077181
2002,Homicides and murders,safety1,Lombardia,ITC4,1.83,0.120556
2003,Homicides and murders,safety1,Lombardia,ITC4,1.73,0.182561
2004,Homicides and murders,safety1,Lombardia,ITC4,2.22,0.269231
